sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
162;pms5003;73;-1.421;36.953;2021-01-01T05:16:08.278926+00:00;P0;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:18:40.220563+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:18:40.220563+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:18:40.220563+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:21:12.089384+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:21:12.089384+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:21:12.089384+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:23:44.088175+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:23:44.088175+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:23:44.088175+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:26:16.025239+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:26:16.025239+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:26:16.025239+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:28:47.829883+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:28:47.829883+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:28:47.829883+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:31:19.750288+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:31:19.750288+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:31:19.750288+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:33:51.754242+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:33:51.754242+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:33:51.754242+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:36:25.231142+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:36:25.231142+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:36:25.231142+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:38:57.273134+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:38:57.273134+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:38:57.273134+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:41:29.315132+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:41:29.315132+00:00;P1;1.00
